stage,phase,epoch,step,loss,steps_per_sec,lr
step1,train,0,84,1.0000122785568237,7.6373,0.00010000
step1,train,0,85,0.9991052150726318,7.5894,0.00010000
step1,train,0,86,1.0065233707427979,7.5971,0.00010000
step1,train,0,87,1.0001169443130493,7.6066,0.00010000
step1,train,0,88,1.003422498703003,7.5639,0.00010000
step1,train,0,89,1.0079151391983032,7.3493,0.00010000
step1,train,0,90,0.9988102316856384,7.5922,0.00010000
step1,train,0,91,1.0002095699310303,7.5984,0.00010000
step1,train,0,92,1.0090464353561401,7.5658,0.00010000
step1,train,0,93,0.9949744939804077,7.4526,0.00010000
step1,train,0,94,0.9951192736625671,7.4769,0.00010000
step1,train,0,95,1.0011359453201294,7.5381,0.00010000
step1,train,0,96,0.9967635869979858,7.4910,0.00010000
step1,train,0,97,1.0048916339874268,6.1083,0.00010000
step1,train,0,98,1.001452088356018,7.5434,0.00010000
step1,train,0,99,0.9954432249069214,7.5590,0.00010000
step1,train,0,100,0.9902624487876892,7.5290,0.00010000
step1,train,0,101,1.0207345485687256,7.5493,0.00010000
step1,train,0,102,0.991741955280304,7.5578,0.00010000
step1,train,0,103,1.0057917833328247,7.5743,0.00010000
step1,train,0,104,0.984652578830719,7.5490,0.00010000
step1,train,0,105,1.0110125541687012,7.3662,0.00010000
step1,train,0,106,1.0029348134994507,7.5262,0.00010000
step1,train,0,107,0.9980322122573853,7.5395,0.00010000
step1,train,0,108,1.0201977491378784,7.5644,0.00010000
step1,train,0,109,0.9973411560058594,7.5896,0.00010000
step1,train,0,110,0.9972642064094543,7.5903,0.00010000
step1,train,0,111,0.9966856241226196,7.5820,0.00010000
step1,train,0,112,1.005779504776001,7.5372,0.00010000
step1,train,0,113,0.9983662366867065,7.2818,0.00010000
step1,train,0,114,1.0081610679626465,7.5027,0.00010000
step1,train,0,115,0.9886575937271118,7.5289,0.00010000
step1,train,0,116,1.0090519189834595,7.5479,0.00010000
step1,train,0,117,0.9955236315727234,7.5457,0.00010000
step1,train,0,118,1.0033148527145386,7.4842,0.00010000
step1,train,0,119,1.0072206258773804,7.4680,0.00010000
step1,train,0,120,0.9895027875900269,7.4944,0.00010000
step1,train,0,121,1.0081772804260254,7.3589,0.00010000
step1,train,0,122,0.9904650449752808,7.5962,0.00010000
step1,train,0,123,0.9946712851524353,7.6087,0.00010000
step1,train,0,124,0.9906052350997925,7.6043,0.00010000
step1,train,0,125,1.0104520320892334,7.5681,0.00010000
step1,train,0,126,0.9939864277839661,7.5720,0.00010000
step1,train,0,127,0.9964548349380493,7.6299,0.00010000
step1,train,0,128,1.0152291059494019,7.5766,0.00010000
step1,train,0,129,0.9953641891479492,7.3053,0.00010000
step1,train,0,130,0.992119312286377,7.4925,0.00010000
step1,train,0,131,0.997302234172821,7.5362,0.00010000
step1,train,0,132,0.9955741763114929,7.5381,0.00010000
step1,train,0,133,0.9968547224998474,7.5424,0.00010000
step1,train,0,134,0.9976604580879211,7.5753,0.00010000
step1,train,0,135,1.0028632879257202,7.5518,0.00010000
step1,train,0,136,0.9997340440750122,7.5832,0.00010000
step1,train,0,137,1.0095255374908447,7.3738,0.00010000
step1,train,0,138,1.0026906728744507,7.5593,0.00010000
step1,train,0,139,1.0019959211349487,7.3034,0.00010000
step1,train,0,140,0.9932671189308167,7.5758,0.00010000
step1,train,0,141,1.0055257081985474,7.5293,0.00010000
step1,train,0,142,0.9947676658630371,7.5285,0.00010000
step1,train,0,143,0.9986768364906311,7.4578,0.00010000
step1,train,0,144,1.0001028776168823,7.5110,0.00010000
step1,train,0,145,0.996332049369812,7.6073,0.00010000
step1,train,0,146,0.9972320199012756,7.5286,0.00010000
step1,train,0,147,1.0165201425552368,7.5303,0.00010000
step1,train,0,148,0.9852365851402283,7.5259,0.00010000
step1,train,0,149,1.001786470413208,7.5673,0.00010000
step1,train,0,150,0.9986061453819275,7.5823,0.00010000
step1,train,0,151,0.990166425704956,7.6081,0.00010000
step1,train,0,152,0.9971483945846558,7.5337,0.00010000
step1,train,0,153,0.9968985915184021,7.4173,0.00010000
step1,train,0,154,1.0027848482131958,7.5543,0.00010000
step1,train,0,155,0.9831937551498413,7.5914,0.00010000
step1,train,0,156,1.0000414848327637,7.4837,0.00010000
step1,train,0,157,1.0108665227890015,7.5904,0.00010000
step1,train,0,158,1.017867088317871,7.4798,0.00010000
step1,train,0,159,0.999605655670166,7.5149,0.00010000
step1,train,0,160,1.0042279958724976,7.3680,0.00010000
step1,train,0,161,0.998141348361969,7.5739,0.00010000
step1,train,0,162,1.0039634704589844,7.5549,0.00010000
step1,train,0,163,0.9966124892234802,7.5568,0.00010000
step1,train,0,164,0.99876469373703,7.5713,0.00010000
step1,train,0,165,1.015047550201416,7.5970,0.00010000
step1,train,0,166,0.9988549947738647,7.5770,0.00010000
step1,train,0,167,1.0140750408172607,7.5842,0.00010000
step1,train,0,168,0.9922477006912231,7.3738,0.00010000
step1,train,0,169,0.9916684627532959,7.5496,0.00010000
step1,train,0,170,1.0092798471450806,7.5665,0.00010000
step1,train,0,171,0.9898232221603394,7.5508,0.00010000
step1,train,0,172,1.0021430253982544,7.6235,0.00010000
step1,train,0,173,1.009963035583496,7.5856,0.00010000
step1,train,0,174,1.0072859525680542,7.6018,0.00010000
step1,train,0,175,1.0003361701965332,7.5262,0.00010000
step1,train,0,176,0.995179295539856,7.2896,0.00010000
step1,train,0,177,1.0097787380218506,7.3280,0.00010000
step1,train,0,178,0.9940027594566345,7.4402,0.00010000
step1,train,0,179,0.9947766661643982,7.5438,0.00010000
step1,train,0,180,0.9977378249168396,7.5268,0.00010000
step1,train,0,181,0.9923723340034485,7.5083,0.00010000
step1,train,0,182,0.999470055103302,7.5168,0.00010000
step1,train,0,183,1.0071954727172852,7.5367,0.00010000
step1,train,0,184,0.9959160685539246,7.3709,0.00010000
step1,train,0,185,0.9927976727485657,7.5372,0.00010000
step1,train,0,186,0.9884746670722961,7.5161,0.00010000
step1,train,0,187,1.0046104192733765,7.5376,0.00010000
step1,train,0,188,0.9936890602111816,7.5545,0.00010000
step1,train,0,189,0.9885993599891663,7.5945,0.00010000
step1,train,0,190,1.0089027881622314,7.5350,0.00010000
step1,train,0,191,0.9943704605102539,7.5030,0.00010000
step1,train,0,192,1.0010443925857544,7.2577,0.00010000
step1,train,0,193,1.011447787284851,7.4386,0.00010000
step1,train,0,194,1.0108447074890137,7.5088,0.00010000
step1,train,0,195,0.993118941783905,7.5708,0.00010000
step1,train,0,196,1.018056035041809,7.5693,0.00010000
step1,train,0,197,0.9955726861953735,7.4978,0.00010000
step1,train,0,198,0.9957981109619141,7.5510,0.00010000
step1,train,0,199,1.0048167705535889,7.6064,0.00010000
step1,train,0,200,1.0005409717559814,7.2115,0.00010000
step1,train,0,201,1.005547285079956,7.4626,0.00010000
step1,train,0,202,0.9996863007545471,7.5806,0.00010000
step1,train,0,203,0.9923418164253235,7.5414,0.00010000
step1,train,0,204,0.9937458038330078,7.5155,0.00010000
step1,train,0,205,0.9912109375,7.4835,0.00010000
step1,train,0,206,0.9944774508476257,7.4100,0.00010000
step1,train,0,207,0.9980915784835815,7.4733,0.00010000
step1,train,0,208,0.9974718689918518,7.3205,0.00010000
step1,train,0,209,1.0258686542510986,7.5772,0.00010000
step1,train,0,210,0.9926486611366272,7.5544,0.00010000
step1,train,0,211,0.9892696738243103,7.6214,0.00010000
step1,train,0,212,0.9875363707542419,7.6164,0.00010000
step1,train,0,213,1.0078099966049194,7.5678,0.00010000
step1,train,0,214,1.0012123584747314,7.5209,0.00010000
step1,train,0,215,0.985456109046936,7.5943,0.00010000
step1,train,0,216,1.0022436380386353,7.2986,0.00010000
step1,train,0,217,0.9898325800895691,7.5379,0.00010000
step1,train,0,218,1.0020198822021484,7.5082,0.00010000
step1,train,0,219,1.0039149522781372,7.5748,0.00010000
step1,train,0,220,0.998622715473175,7.5649,0.00010000
step1,train,0,221,1.0035570859909058,7.6070,0.00010000
step1,train,0,222,0.9955651760101318,7.5664,0.00010000
step1,train,0,223,0.995121955871582,7.5556,0.00010000
step1,train,0,224,0.9910709857940674,7.3015,0.00010000
step1,train,0,225,0.9894160628318787,7.5509,0.00010000
step1,train,0,226,1.0071227550506592,7.3270,0.00010000
step1,train,0,227,1.0116955041885376,7.5245,0.00010000
step1,train,0,228,0.9858531355857849,7.5839,0.00010000
step1,train,0,229,0.9944207072257996,7.5641,0.00010000
step1,train,0,230,0.9854047894477844,7.6109,0.00010000
step1,train,0,231,1.0025397539138794,7.5836,0.00010000
step1,train,0,232,1.0054714679718018,7.2934,0.00010000
step1,train,0,233,1.0039644241333008,7.5775,0.00010000
step1,train,0,234,1.0062655210494995,7.5568,0.00010000
step1,train,0,235,0.9913088083267212,7.5302,0.00010000
step1,train,0,236,0.9860312938690186,7.5404,0.00010000
step1,train,0,237,0.9839763045310974,7.5586,0.00010000
step1,train,0,238,0.9912670254707336,7.5501,0.00010000
step1,train,0,239,0.9901196360588074,7.5417,0.00010000
step1,train,0,240,1.0023505687713623,7.3198,0.00010000
step1,train,0,241,1.0057494640350342,7.5560,0.00010000
step1,train,0,242,0.99886155128479,7.5467,0.00010000
step1,train,0,243,1.027255654335022,7.4839,0.00010000
step1,train,0,244,0.9954859614372253,7.5323,0.00010000
step1,train,0,245,0.9979453682899475,7.6068,0.00010000
step1,train,0,246,0.9806413650512695,7.5733,0.00010000
step1,train,0,247,0.9904402494430542,7.5853,0.00010000
step1,train,0,248,1.003071665763855,7.3315,0.00010000
step1,train,0,249,1.0015249252319336,7.4982,0.00010000
step1,train,0,250,0.9943385124206543,7.5605,0.00010000
step1,train,0,251,0.986092209815979,7.5702,0.00010000
step1,train,0,252,0.9918616414070129,7.3268,0.00010000
step1,train,0,253,0.9944193363189697,7.5361,0.00010000
step1,train,0,254,0.9842325448989868,7.5598,0.00010000
step1,train,0,255,0.9963814616203308,7.5359,0.00010000
step1,train,0,256,1.0055930614471436,7.2492,0.00010000
step1,train,0,257,0.9924638271331787,7.5415,0.00010000
step1,train,0,258,1.0128610134124756,7.4944,0.00010000
step1,train,0,259,1.0072312355041504,7.5190,0.00010000
step1,train,0,260,0.9924858808517456,7.4723,0.00010000
step1,train,0,261,1.0076128244400024,7.4906,0.00010000
step1,train,0,262,1.0030637979507446,7.5428,0.00010000
step1,train,0,263,0.9999087452888489,7.6487,0.00010000
step1,train,0,264,0.9911509156227112,7.3837,0.00010000
step1,train,0,265,1.0031061172485352,7.5377,0.00010000
step1,train,0,266,0.9868383407592773,7.5934,0.00010000
step1,train,0,267,1.001843810081482,7.5908,0.00010000
step1,train,0,268,1.017067313194275,7.5705,0.00010000
step1,train,0,269,0.9948789477348328,7.6228,0.00010000
step1,train,0,270,0.9876447319984436,7.3922,0.00010000
step1,train,0,271,1.0022270679473877,7.6170,0.00010000
step1,train,0,272,1.0040245056152344,7.3357,0.00010000
step1,train,0,273,0.9888766407966614,7.5867,0.00010000
step1,train,0,274,0.9857754111289978,7.6548,0.00010000
step1,train,0,275,0.9945677518844604,7.6242,0.00010000
step1,train,0,276,0.9961342215538025,7.5835,0.00010000
step1,train,0,277,0.9950624108314514,7.5246,0.00010000
step1,train,0,278,1.0074354410171509,7.6152,0.00010000
step1,train,0,279,0.9912735223770142,7.5965,0.00010000
step1,train,0,280,0.9978672862052917,7.2940,0.00010000
step1,train,0,281,1.0100046396255493,7.5639,0.00010000
step1,train,0,282,1.0189186334609985,7.5850,0.00010000
step1,train,0,283,1.0090060234069824,7.5711,0.00010000
step1,train,0,284,1.0090807676315308,7.6102,0.00010000
step1,train,0,285,1.005320429801941,7.5787,0.00010000
step1,train,0,286,1.013314962387085,7.5951,0.00010000
step1,train,0,287,0.9967538714408875,7.6698,0.00010000
step1,train,0,288,1.0025768280029297,7.3138,0.00010000
step1,train,0,289,0.9980638027191162,7.5940,0.00010000
step1,train,0,290,1.0163131952285767,7.6531,0.00010000
step1,train,0,291,0.9958015084266663,7.5862,0.00010000
step1,train,0,292,0.9931375980377197,7.5962,0.00010000
step1,train,0,293,1.0045967102050781,7.4907,0.00010000
step1,train,0,294,1.0026062726974487,7.5959,0.00010000
step1,train,0,295,0.9975367784500122,7.5482,0.00010000
step1,train,0,296,0.9996957778930664,7.2934,0.00010000
step1,train,0,297,1.004753589630127,7.5391,0.00010000
step1,train,0,298,1.002943515777588,7.5658,0.00010000
step1,train,0,299,0.9980944395065308,7.5713,0.00010000
step1,train,0,300,1.0015075206756592,7.5555,0.00010000
step1,train,0,301,1.008540391921997,7.5172,0.00010000
step1,train,0,302,0.9969422221183777,7.5463,0.00010000
step1,train,0,303,1.0071431398391724,7.6156,0.00010000
step1,train,0,304,0.990257740020752,7.2810,0.00010000
step1,train,0,305,0.9856025576591492,7.6578,0.00010000
step1,train,0,306,0.9958911538124084,7.6029,0.00010000
step1,train,0,307,0.9840013980865479,7.5973,0.00010000
step1,train,0,308,0.9888255000114441,7.6055,0.00010000
step1,train,0,309,0.999893307685852,7.6392,0.00010000
step1,train,0,310,1.0081013441085815,7.6110,0.00010000
step1,train,0,311,0.9920703172683716,7.6144,0.00010000
step1,train,0,312,1.0074447393417358,7.3129,0.00010000
step1,train,0,313,0.9977240562438965,7.5954,0.00010000
step1,train,0,314,1.0000044107437134,7.5860,0.00010000
step1,train,0,315,1.006372094154358,7.5382,0.00010000
step1,train,0,316,0.9978818893432617,7.5543,0.00010000
step1,train,0,317,1.0045548677444458,7.4430,0.00010000
step1,train,0,318,0.9972702264785767,7.5329,0.00010000
step1,train,0,319,1.0029033422470093,7.5337,0.00010000
step1,train,0,320,1.0125114917755127,6.0661,0.00010000
step1,train,0,321,0.9983727931976318,7.5276,0.00010000
step1,train,0,322,1.0097302198410034,7.5755,0.00010000
step1,train,0,323,1.008202314376831,7.5547,0.00010000
step1,train,0,324,0.9947957396507263,7.4708,0.00010000
step1,train,0,325,0.9972031712532043,7.5940,0.00010000
step1,train,0,326,1.015150547027588,7.5984,0.00010000
step1,train,0,327,1.006405234336853,7.5857,0.00010000
step1,train,0,328,0.9951756596565247,6.5725,0.00010000
step1,train,0,329,0.9957883358001709,7.5515,0.00010000
step1,train,0,330,0.9921458959579468,7.5786,0.00010000
step1,train,0,331,0.9996700286865234,7.6055,0.00010000
step1,train,0,332,1.0029845237731934,7.5410,0.00010000
step1,train,0,333,0.9876592755317688,7.5524,0.00010000
step1,train,0,334,1.0007628202438354,7.4912,0.00010000
step1,train,0,335,1.0008600950241089,7.1691,0.00010000
step1,train,0,336,1.0028713941574097,6.9708,0.00010000
step1,train,0,337,0.9907720685005188,7.6083,0.00010000
step1,train,0,338,0.9840912222862244,7.6032,0.00010000
step1,train,0,339,0.9946251511573792,7.5759,0.00010000
step1,train,0,340,1.0057390928268433,7.5923,0.00010000
step1,train,0,341,0.9918739199638367,7.6369,0.00010000
step1,train,0,342,0.9994604587554932,7.6232,0.00010000
step1,train,0,343,0.9928387999534607,7.6573,0.00010000
step1,train,0,344,1.012509822845459,7.4060,0.00010000
step1,train,0,345,0.9915165305137634,7.5810,0.00010000
step1,train,0,346,1.0189392566680908,7.5425,0.00010000
step1,train,0,347,0.9875040650367737,7.6107,0.00010000
step1,train,0,348,0.9937691688537598,7.6075,0.00010000
step1,train,0,349,0.987338662147522,7.5441,0.00010000
step1,train,0,350,1.001414179801941,7.5960,0.00010000
step1,train,0,351,1.0062459707260132,7.5970,0.00010000
step1,train,0,352,0.9823952913284302,6.8738,0.00010000
step1,train,0,353,1.0021238327026367,7.4904,0.00010000
step1,train,0,354,1.0016448497772217,7.5462,0.00010000
step1,train,0,355,1.0104210376739502,7.6235,0.00010000
step1,train,0,356,0.9977173209190369,7.6658,0.00010000
step1,train,0,357,0.9959391951560974,7.6368,0.00010000
step1,train,0,358,0.9928513765335083,7.5434,0.00010000
step1,train,0,359,0.9950388073921204,7.4620,0.00010000
step1,train,0,360,1.00597083568573,7.3330,0.00010000
step1,train,0,361,0.9954805374145508,7.5091,0.00010000
step1,train,0,362,1.0006906986236572,7.6391,0.00010000
step1,train,0,363,0.9912388324737549,7.3346,0.00010000
step1,train,0,364,0.9918132424354553,7.5604,0.00010000
step1,train,0,365,0.9977659583091736,7.5722,0.00010000
step1,train,0,366,0.9957656264305115,7.5603,0.00010000
step1,train,0,367,1.0093035697937012,6.7789,0.00010000
step1,train,0,368,0.9963822960853577,8.1234,0.00010000
step1,train,0,369,0.9990718364715576,7.5332,0.00010000
step1,train,0,370,1.013053297996521,7.5840,0.00010000
step1,train,0,371,0.9998534321784973,7.6270,0.00010000
step1,train,0,372,1.000505805015564,7.6184,0.00010000
step1,train,0,373,1.0178295373916626,7.6206,0.00010000
step1,train,0,374,1.0058010816574097,7.6537,0.00010000
step1,train,0,375,1.0008665323257446,7.6255,0.00010000
step1,train,0,376,1.0033987760543823,7.4940,0.00010000
step1,train,0,377,0.9967507719993591,7.6313,0.00010000
step1,train,0,378,1.0013911724090576,7.6505,0.00010000
step1,train,0,379,1.0167412757873535,7.6219,0.00010000
step1,train,0,380,0.9983701705932617,7.6291,0.00010000
step1,train,0,381,0.9938175678253174,7.6670,0.00010000
step1,train,0,382,0.9821368455886841,7.6647,0.00010000
step1,train,0,383,0.9998639822006226,7.6515,0.00010000
step1,train,0,384,0.9929056167602539,7.4421,0.00010000
step1,train,0,385,1.0086590051651,7.6028,0.00010000
step1,train,0,386,1.0076836347579956,7.6284,0.00010000
step1,train,0,387,0.9996559023857117,7.5914,0.00010000
step1,train,0,388,1.0030494928359985,7.6122,0.00010000
step1,train,0,389,0.9913861751556396,7.6109,0.00010000
step1,train,0,390,1.01935613155365,7.5735,0.00010000
step1,train,0,391,1.005338191986084,7.6359,0.00010000
step1,train,0,392,1.0067284107208252,7.3026,0.00010000
step1,train,0,393,0.9989545941352844,7.5371,0.00010000
step1,train,0,394,1.00722336769104,7.6290,0.00010000
step1,train,0,395,0.9979282021522522,7.5591,0.00010000
step1,train,0,396,0.9982937574386597,7.4801,0.00010000
step1,train,0,397,0.9995127320289612,7.6192,0.00010000
step1,train,0,398,1.0041818618774414,7.4385,0.00010000
step1,train,0,399,1.0026659965515137,7.5385,0.00010000
step1,train,0,400,1.0034961700439453,7.2972,0.00010000
step1,train,0,401,0.9948338270187378,7.6317,0.00010000
step1,train,0,402,0.9915609359741211,7.6540,0.00010000
step1,train,0,403,0.9957396984100342,7.6699,0.00010000
step1,train,0,404,1.0185104608535767,7.6076,0.00010000
step1,train,0,405,1.0077067613601685,7.5960,0.00010000
step1,train,0,406,0.9947490692138672,7.6602,0.00010000
step1,train,0,407,1.0155949592590332,7.6216,0.00010000
step1,train,0,408,1.0010100603103638,7.4230,0.00010000
step1,train,0,409,0.999971866607666,7.6479,0.00010000
step1,train,0,410,0.9993541836738586,7.6121,0.00010000
step1,train,0,411,1.0008078813552856,7.6388,0.00010000
step1,train,0,412,0.9912822842597961,7.5991,0.00010000
step1,train,0,413,1.0015645027160645,7.5900,0.00010000
step1,train,0,414,1.0043820142745972,7.5992,0.00010000
step1,train,0,415,1.0055758953094482,7.6464,0.00010000
step1,train,0,416,0.994483470916748,7.5769,0.00010000
step1,train,0,417,0.9920039176940918,7.4938,0.00010000
step1,train,0,418,0.9950852394104004,7.6205,0.00010000
step1,train,0,419,0.9842621684074402,7.6264,0.00010000
step1,train,0,420,1.000649094581604,7.6495,0.00010000
step1,train,0,421,0.9999464750289917,7.6378,0.00010000
step1,train,0,422,0.9979546070098877,7.5585,0.00010000
step1,train,0,423,1.0100953578948975,7.5964,0.00010000
step1,train,0,424,1.0027024745941162,7.6221,0.00010000
step1,train,0,425,0.9932732582092285,7.3703,0.00010000
step1,train,0,426,0.9956703782081604,7.6541,0.00010000
step1,train,0,427,1.0011422634124756,7.6307,0.00010000
step1,train,0,428,0.9919768571853638,7.6425,0.00010000
step1,train,0,429,1.0047931671142578,7.6258,0.00010000
step1,train,0,430,1.0012338161468506,7.6454,0.00010000
step1,train,0,431,0.9891360998153687,7.5079,0.00010000
step1,train,0,432,0.9969587922096252,7.6496,0.00010000
step1,train,0,433,0.9872629046440125,7.3474,0.00010000
step1,train,0,434,0.9916179180145264,7.6407,0.00010000
step1,train,0,435,1.0082529783248901,7.6298,0.00010000
step1,train,0,436,0.9933661222457886,7.6234,0.00010000
step1,train,0,437,1.0040290355682373,7.5981,0.00010000
step1,train,0,438,0.993311882019043,7.6317,0.00010000
step1,train,0,439,1.0018271207809448,7.6570,0.00010000
step1,train,0,440,1.0034584999084473,7.6558,0.00010000
step1,train,0,441,0.9829875826835632,7.2647,0.00010000
step1,train,0,442,1.0073134899139404,7.6340,0.00010000
step1,train,0,443,1.0010567903518677,7.5595,0.00010000
step1,train,0,444,1.0035568475723267,7.5855,0.00010000
step1,train,0,445,1.0024160146713257,7.5835,0.00010000
step1,train,0,446,0.995684027671814,7.6265,0.00010000
step1,train,0,447,0.9787852764129639,7.6443,0.00010000
step1,train,0,448,1.0000643730163574,7.6608,0.00010000
step1,train,0,449,1.0002188682556152,7.3233,0.00010000
step1,train,0,450,1.0021567344665527,7.5837,0.00010000
step1,train,0,451,1.0037003755569458,7.6230,0.00010000
step1,train,0,452,1.0057414770126343,7.6153,0.00010000
step1,train,0,453,1.0084997415542603,7.5987,0.00010000
step1,train,0,454,0.9910410642623901,7.6715,0.00010000
step1,train,0,455,1.0056544542312622,7.6394,0.00010000
step1,train,0,456,0.9993780255317688,7.6415,0.00010000
step1,train,0,457,0.9954373240470886,7.4057,0.00010000
step1,train,0,458,1.007300853729248,7.5209,0.00010000
step1,train,0,459,0.9934293627738953,7.6412,0.00010000
step1,train,0,460,1.0098626613616943,7.5967,0.00010000
step1,train,0,461,0.9921395182609558,7.5412,0.00010000
step1,train,0,462,1.0046513080596924,7.5991,0.00010000
step1,train,0,463,0.9886690378189087,7.4865,0.00010000
step1,train,0,464,0.9992303848266602,7.5980,0.00010000
step1,train,0,465,1.0018857717514038,7.3694,0.00010000
step1,train,0,466,0.9916680455207825,7.5253,0.00010000
step1,train,0,467,1.0205379724502563,7.5932,0.00010000
step1,train,0,468,1.0013740062713623,7.5717,0.00010000
step1,train,0,469,1.0132591724395752,7.6699,0.00010000
step1,train,0,470,1.0216732025146484,7.6425,0.00010000
step1,train,0,471,1.0046801567077637,7.6428,0.00010000
step1,train,0,472,0.9919443726539612,7.6447,0.00010000
step1,train,0,473,1.0051207542419434,7.4448,0.00010000
step1,train,0,474,0.9977760910987854,7.5484,0.00010000
step1,train,0,475,1.0020595788955688,7.6718,0.00010000
step1,train,0,476,1.0064959526062012,7.5974,0.00010000
step1,train,0,477,0.9913846850395203,7.5928,0.00010000
step1,train,0,478,1.0183682441711426,7.5981,0.00010000
step1,train,0,479,0.9888424873352051,7.5762,0.00010000
step1,train,0,480,0.9883239269256592,7.5517,0.00010000
step1,train,0,481,0.987517774105072,7.3752,0.00010000
step1,train,0,482,0.9930417537689209,7.5775,0.00010000
step1,train,0,483,0.9992528557777405,7.6020,0.00010000
